@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
3689,'2017/02/24 12:03:58:698',21,6.975742,0,0,137.128677,2,1,0.636877
3690,'2017/02/24 12:03:58:713',21,6.975742,0,0,137.128677,2,1,0.636877
3691,'2017/02/24 12:03:58:730',21,6.975742,0,0,137.128677,2,1,0.636877
3692,'2017/02/24 12:03:58:747',21,6.975742,0,0,137.128677,2,1,0.636877
3693,'2017/02/24 12:03:58:764',21,7.215636,0,0,134.240814,2,1,0.636877
3694,'2017/02/24 12:03:58:780',21,7.215636,0,0,134.240814,2,1,0.636877
3695,'2017/02/24 12:03:58:798',21,7.616926,0,0,135.605759,2,1,0.636877
3696,'2017/02/24 12:03:58:814',21,7.616926,0,0,135.605759,2,1,0.636877
3697,'2017/02/24 12:03:58:830',21,7.616926,0,0,135.605759,2,1,0.636877
3698,'2017/02/24 12:03:58:848',21,7.839881,0,0,138.03125,2,1,0.636877
3699,'2017/02/24 12:03:58:864',21,7.839881,0,0,138.03125,2,1,0.636877
3700,'2017/02/24 12:03:58:880',21,7.839881,0,0,138.03125,2,1,0.636877
3701,'2017/02/24 12:03:58:897',21,7.839881,0,0,138.03125,2,1,0.636877
3702,'2017/02/24 12:03:58:914',21,8.583518,0,0,143.015442,2,1,0.636877
3703,'2017/02/24 12:03:58:931',21,8.583518,0,0,143.015442,2,1,0.636877
3704,'2017/02/24 12:03:58:948',21,8.585004,0,0,140.96994,2,1,0.636877
3705,'2017/02/24 12:03:58:965',21,8.585004,0,0,140.96994,2,1,0.636877
3706,'2017/02/24 12:03:58:980',21,8.585004,0,0,140.96994,2,1,0.636877
3707,'2017/02/24 12:03:59:000',21,8.562558,0,0,143.686157,2,1,0.636877
3708,'2017/02/24 12:03:59:014',21,8.562558,0,0,143.686157,2,1,0.636877
3709,'2017/02/24 12:03:59:031',21,8.562558,0,0,143.686157,2,1,0.636877
3710,'2017/02/24 12:03:59:048',21,8.562558,0,0,143.686157,2,1,0.636877
3711,'2017/02/24 12:03:59:065',21,8.356311,0,0,146.854782,2,1,0.636877
3712,'2017/02/24 12:03:59:081',21,8.356311,0,0,146.854782,2,1,0.636877
3713,'2017/02/24 12:03:59:098',21,8.547164,0,0,148.977448,2,1,0.636877
3714,'2017/02/24 12:03:59:115',21,8.547164,0,0,148.977448,2,1,0.636877
3715,'2017/02/24 12:03:59:131',21,8.547164,0,0,148.977448,2,1,0.636877
3716,'2017/02/24 12:03:59:148',21,8.636327,0,0,149.016769,2,1,0.636877
3717,'2017/02/24 12:03:59:164',21,8.636327,0,0,149.016769,2,1,0.636877
3718,'2017/02/24 12:03:59:181',21,8.636327,0,0,149.016769,2,1,0.636877
3719,'2017/02/24 12:03:59:198',21,8.636327,0,0,149.016769,2,1,0.636877
3720,'2017/02/24 12:03:59:215',21,8.747648,0,0,151.600342,2,1,0.636877
3721,'2017/02/24 12:03:59:231',21,8.747648,0,0,151.600342,2,1,0.636877
3722,'2017/02/24 12:03:59:249',21,8.768095,0,0,151.426727,2,1,0.636877
3723,'2017/02/24 12:03:59:265',21,8.768095,0,0,151.426727,2,1,0.636877
3724,'2017/02/24 12:03:59:282',21,8.768095,0,0,151.426727,2,1,0.636877
3725,'2017/02/24 12:03:59:300',21,8.737571,0,0,153.985962,2,1,0.636877
3726,'2017/02/24 12:03:59:315',21,8.737571,0,0,153.985962,2,1,0.636877
3727,'2017/02/24 12:03:59:332',21,8.737571,0,0,153.985962,2,1,0.636877
3728,'2017/02/24 12:03:59:348',21,8.737571,0,0,153.985962,2,1,0.636877
3729,'2017/02/24 12:03:59:366',21,8.734571,0,0,152.930954,2,1,0.636877
3730,'2017/02/24 12:03:59:382',21,8.734571,0,0,152.930954,2,1,0.636877
3731,'2017/02/24 12:03:59:399',21,8.655667,0,0,142.408401,2,1,0.636877
3732,'2017/02/24 12:03:59:416',21,8.655667,0,0,142.408401,2,1,0.636877
3733,'2017/02/24 12:03:59:433',21,8.655667,0,0,142.408401,2,1,0.636877
3734,'2017/02/24 12:03:59:449',21,8.61475,0,0,145.191299,2,1,0.636877
3735,'2017/02/24 12:03:59:465',21,8.61475,0,0,145.191299,2,1,0.636877
3736,'2017/02/24 12:03:59:482',21,8.61475,0,0,145.191299,2,1,0.636877
3737,'2017/02/24 12:03:59:499',21,8.61475,0,0,145.191299,2,1,0.636877
3738,'2017/02/24 12:03:59:517',21,8.795902,0,0,134.451508,2,1,0.636877
3739,'2017/02/24 12:03:59:534',21,8.795902,0,0,134.451508,2,1,0.636877
3740,'2017/02/24 12:03:59:551',21,8.819874,0,0,132.183533,2,1,0.636877
3741,'2017/02/24 12:03:59:566',21,8.819874,0,0,132.183533,2,1,0.636877
3742,'2017/02/24 12:03:59:582',21,8.819874,0,0,132.183533,2,1,0.636877
3743,'2017/02/24 12:03:59:600',21,9.056931,0,0,126.805161,2,1,0.636877
3744,'2017/02/24 12:03:59:617',21,9.056931,0,0,126.805161,2,1,0.636877
3745,'2017/02/24 12:03:59:632',21,9.056931,0,0,126.805161,2,1,0.636877
3746,'2017/02/24 12:03:59:649',21,9.056931,0,0,126.805161,2,1,0.636877
3747,'2017/02/24 12:03:59:666',21,9.077003,0,0,126.963181,2,1,0.636877
3748,'2017/02/24 12:03:59:684',21,9.077003,0,0,126.963181,2,1,0.636877
3749,'2017/02/24 12:03:59:700',21,8.713767,0,0,125.741844,2,1,0.636877
3750,'2017/02/24 12:03:59:717',21,8.713767,0,0,125.741844,2,1,0.636877
3751,'2017/02/24 12:03:59:733',21,8.713767,0,0,125.741844,2,1,0.636877
3752,'2017/02/24 12:03:59:751',21,8.329307,0,0,127.347771,2,1,0.636877
3753,'2017/02/24 12:03:59:766',21,8.329307,0,0,127.347771,2,1,0.636877
3754,'2017/02/24 12:03:59:784',21,8.329307,0,0,127.347771,2,1,0.636877
3755,'2017/02/24 12:03:59:801',21,8.329307,0,0,127.347771,2,1,0.636877
3756,'2017/02/24 12:03:59:818',21,8.125738,0,0,127.82946,2,1,0.636877
3757,'2017/02/24 12:03:59:834',21,8.125738,0,0,127.82946,2,1,0.636877
3758,'2017/02/24 12:03:59:850',21,8.404616,0,0,125.297844,2,1,0.636877
3759,'2017/02/24 12:03:59:866',21,8.404616,0,0,125.297844,2,1,0.636877
3760,'2017/02/24 12:03:59:883',21,8.404616,0,0,125.297844,2,1,0.636877
3761,'2017/02/24 12:03:59:901',21,7.714449,0,0,118.848961,2,1,0.636877
3762,'2017/02/24 12:03:59:916',21,7.714449,0,0,118.848961,2,1,0.636877
3763,'2017/02/24 12:03:59:935',21,7.714449,0,0,118.848961,2,1,0.636877
3764,'2017/02/24 12:03:59:951',21,7.714449,0,0,118.848961,2,1,0.636877
3765,'2017/02/24 12:03:59:968',21,7.674129,0,0,119.292923,2,1,0.636877
3766,'2017/02/24 12:03:59:985',21,7.865648,0,0,119.227768,2,1,0.636877
3767,'2017/02/24 12:04:00:001',21,7.865648,0,0,119.227768,2,1,0.636877
3768,'2017/02/24 12:04:00:018',21,7.865648,0,0,119.227768,2,1,0.636877
3769,'2017/02/24 12:04:00:035',21,7.865648,0,0,119.227768,2,1,0.636877
3770,'2017/02/24 12:04:00:052',21,8.074837,0,0,115.963173,2,1,0.636877
3771,'2017/02/24 12:04:00:067',21,8.074837,0,0,115.963173,2,1,0.636877
3772,'2017/02/24 12:04:00:084',21,8.074837,0,0,115.963173,2,1,0.636877
3773,'2017/02/24 12:04:00:100',21,8.074837,0,0,115.963173,2,1,0.636877
3774,'2017/02/24 12:04:00:118',21,7.988413,0,0,113.700638,2,1,0.636877
3775,'2017/02/24 12:04:00:134',21,7.988413,0,0,113.700638,2,1,0.636877
3776,'2017/02/24 12:04:00:151',21,8.18635,0,0,116.194603,2,1,0.636877
3777,'2017/02/24 12:04:00:167',21,8.18635,0,0,116.194603,2,1,0.636877
3778,'2017/02/24 12:04:00:184',21,8.18635,0,0,116.194603,2,1,0.636877
3779,'2017/02/24 12:04:00:201',21,8.566529,0,0,112.151009,2,1,0.636877
3780,'2017/02/24 12:04:00:217',21,8.566529,0,0,112.151009,2,1,0.636877
3781,'2017/02/24 12:04:00:234',21,8.566529,0,0,112.151009,2,1,0.636877
3782,'2017/02/24 12:04:00:254',21,9.121708,0,0,113.554153,2,1,0.636877
3783,'2017/02/24 12:04:00:268',21,9.121708,0,0,113.554153,2,1,0.636877
3784,'2017/02/24 12:04:00:286',21,10.21255,0,0,112.554825,2,1,0.636877
3785,'2017/02/24 12:04:00:302',21,10.21255,0,0,112.554825,2,1,0.636877
3786,'2017/02/24 12:04:00:318',21,10.21255,0,0,112.554825,2,1,0.636877
3787,'2017/02/24 12:04:00:335',21,10.21255,0,0,112.554825,2,1,0.636877
3788,'2017/02/24 12:04:00:353',21,10.526813,0,0,112.430519,2,1,0.636877
3789,'2017/02/24 12:04:00:369',21,10.526813,0,0,112.430519,2,1,0.636877
3790,'2017/02/24 12:04:00:386',21,10.526813,0,0,112.430519,2,1,0.636877
3791,'2017/02/24 12:04:00:403',21,10.526813,0,0,112.430519,2,1,0.636877
3792,'2017/02/24 12:04:00:419',21,11.124502,0,0,199.656815,2,1,0.636877
3793,'2017/02/24 12:04:00:436',21,11.81095,0,0,214.868622,2,1,0.636877
3794,'2017/02/24 12:04:00:451',21,11.81095,0,0,214.868622,2,1,0.636877
3795,'2017/02/24 12:04:00:468',21,11.81095,0,0,214.868622,2,1,0.636877
3796,'2017/02/24 12:04:00:485',21,11.81095,0,0,214.868622,2,1,0.636877
3797,'2017/02/24 12:04:00:503',21,12.344398,0,0,223.822159,2,1,0.636877
3798,'2017/02/24 12:04:00:518',21,12.344398,0,0,223.822159,2,1,0.636877
3799,'2017/02/24 12:04:00:535',21,12.344398,0,0,223.822159,2,1,0.636877
3800,'2017/02/24 12:04:00:552',21,12.344398,0,0,223.822159,2,1,0.636877
3801,'2017/02/24 12:04:00:571',21,13.840105,0,0,225.29097,2,1,0.636877
3802,'2017/02/24 12:04:00:586',21,14.205672,0,0,224.649338,2,1,0.636877
3803,'2017/02/24 12:04:00:602',21,14.205672,0,0,224.649338,2,1,0.636877
3804,'2017/02/24 12:04:00:618',21,14.205672,0,0,224.649338,2,1,0.636877
3805,'2017/02/24 12:04:00:635',21,14.205672,0,0,224.649338,2,1,0.636877
3806,'2017/02/24 12:04:00:652',21,15.887889,0,0,225.224884,2,1,0.636877
3807,'2017/02/24 12:04:00:669',21,15.887889,0,0,225.224884,2,1,0.636877
3808,'2017/02/24 12:04:00:685',21,15.887889,0,0,225.224884,2,1,0.636877
3809,'2017/02/24 12:04:00:702',21,15.887889,0,0,225.224884,2,1,0.636877
3810,'2017/02/24 12:04:00:719',21,16.023676,0,0,224.623215,2,1,0.636877
3811,'2017/02/24 12:04:00:737',21,16.352077,0,0,225.91745,2,1,0.636877
3812,'2017/02/24 12:04:00:752',21,16.352077,0,0,225.91745,2,1,0.636877
3813,'2017/02/24 12:04:00:769',21,16.352077,0,0,225.91745,2,1,0.636877
3814,'2017/02/24 12:04:00:786',21,16.352077,0,0,225.91745,2,1,0.636877
3815,'2017/02/24 12:04:00:804',21,16.748545,0,0,225.914261,2,1,0.636877
3816,'2017/02/24 12:04:00:820',21,16.748545,0,0,225.914261,2,1,0.636877
3817,'2017/02/24 12:04:00:835',21,16.748545,0,0,225.914261,2,1,0.636877
3818,'2017/02/24 12:04:00:853',21,16.748545,0,0,225.914261,2,1,0.636877
3819,'2017/02/24 12:04:00:870',21,16.527006,0,0,226.700378,2,1,0.636877
3820,'2017/02/24 12:04:00:889',21,16.73177,0,0,228.0466,2,1,0.636877
4338,'2017/02/24 12:04:21:927',23,0.216677,0,0,159.697968,1,1,0.636877
4339,'2017/02/24 12:04:21:943',23,0.216677,0,0,159.697968,1,1,0.636877
4340,'2017/02/24 12:04:21:959',23,0.216677,0,0,159.697968,1,1,0.636877
4341,'2017/02/24 12:04:21:977',23,0.822072,0,0,157.01915,1,1,0.636877
4342,'2017/02/24 12:04:21:993',23,0.822072,0,0,157.01915,1,1,0.636877
4343,'2017/02/24 12:04:22:009',23,0.822072,0,0,157.01915,1,1,0.636877
4344,'2017/02/24 12:04:22:027',23,0.822072,0,0,157.01915,1,1,0.636877
4345,'2017/02/24 12:04:22:043',23,0.822072,0,0,157.01915,1,1,0.636877
4346,'2017/02/24 12:04:22:062',23,0.822072,0,0,157.01915,1,1,0.636877
4347,'2017/02/24 12:04:22:077',23,2.526644,0,0,157.833115,1,1,0.636877
4348,'2017/02/24 12:04:22:094',23,2.59327,0,0,157.687515,1,1,0.636877
4349,'2017/02/24 12:04:22:110',23,2.59327,0,0,157.687515,1,1,0.636877
4350,'2017/02/24 12:04:22:128',23,2.718983,0,0,157.725021,1,1,0.636877
4351,'2017/02/24 12:04:22:143',23,2.718983,0,0,157.725021,1,1,0.636877
4352,'2017/02/24 12:04:22:160',23,2.718983,0,0,157.725021,1,1,0.636877
4353,'2017/02/24 12:04:22:177',23,2.718983,0,0,157.725021,1,1,0.636877
4354,'2017/02/24 12:04:22:195',23,2.79389,0,0,156.907898,1,1,0.636877
4355,'2017/02/24 12:04:22:210',23,2.79389,0,0,156.907898,1,1,0.636877
4356,'2017/02/24 12:04:22:228',23,2.807973,0,0,157.076859,1,1,0.636877
4357,'2017/02/24 12:04:22:244',23,2.807973,0,0,157.076859,1,1,0.636877
4358,'2017/02/24 12:04:22:261',23,2.807973,0,0,157.076859,1,1,0.636877
4359,'2017/02/24 12:04:22:277',23,2.817643,0,0,156.337936,1,1,0.636877
4360,'2017/02/24 12:04:22:294',23,2.817643,0,0,156.337936,1,1,0.636877
4361,'2017/02/24 12:04:22:311',23,2.817643,0,0,156.337936,1,1,0.636877
4362,'2017/02/24 12:04:22:327',23,2.817643,0,0,156.337936,1,1,0.636877
4363,'2017/02/24 12:04:22:344',23,2.830511,0,0,156.697464,1,1,0.636877
4364,'2017/02/24 12:04:22:362',23,2.830511,0,0,156.697464,1,1,0.636877
4365,'2017/02/24 12:04:22:381',23,2.834085,0,0,155.169876,1,1,0.636877
4366,'2017/02/24 12:04:22:395',23,2.834085,0,0,155.169876,1,1,0.636877
4367,'2017/02/24 12:04:22:411',23,2.834085,0,0,155.169876,1,1,0.636877
4368,'2017/02/24 12:04:22:428',23,2.837099,0,0,154.172623,1,1,0.636877
4369,'2017/02/24 12:04:22:444',23,2.837099,0,0,154.172623,1,1,0.636877
4370,'2017/02/24 12:04:22:460',23,2.837099,0,0,154.172623,1,1,0.636877
4371,'2017/02/24 12:04:22:477',23,2.837099,0,0,154.172623,1,1,0.636877
4372,'2017/02/24 12:04:22:495',23,2.849634,0,0,177.520859,1,1,0.636877
4373,'2017/02/24 12:04:22:511',23,2.849634,0,0,177.520859,1,1,0.636877
4374,'2017/02/24 12:04:22:529',23,2.725268,0,0,269.501129,1,1,0.636877
4375,'2017/02/24 12:04:22:545',23,2.725268,0,0,269.501129,1,1,0.636877
4376,'2017/02/24 12:04:22:561',23,2.725268,0,0,269.501129,1,1,0.636877
4377,'2017/02/24 12:04:22:579',23,2.704736,0,0,290.069,1,1,0.636877
4378,'2017/02/24 12:04:22:596',23,2.704736,0,0,290.069,1,1,0.636877
4379,'2017/02/24 12:04:22:613',23,2.704736,0,0,290.069,1,1,0.636877
4380,'2017/02/24 12:04:22:629',23,2.704736,0,0,290.069,1,1,0.636877
4381,'2017/02/24 12:04:22:646',23,2.629043,0,0,290.62677,1,1,0.636877
4382,'2017/02/24 12:04:22:663',23,2.629043,0,0,290.62677,1,1,0.636877
4383,'2017/02/24 12:04:22:680',23,2.629377,0,0,290.557526,1,1,0.636877
4384,'2017/02/24 12:04:22:696',23,2.629377,0,0,290.557526,1,1,0.636877
4385,'2017/02/24 12:04:22:712',23,2.629377,0,0,290.557526,1,1,0.636877
4386,'2017/02/24 12:04:22:728',23,2.629377,0,0,290.557526,1,1,0.636877
4387,'2017/02/24 12:04:22:745',23,2.629377,0,0,290.557526,1,1,0.636877
4388,'2017/02/24 12:04:22:762',23,2.621162,0,0,290.540466,1,1,0.636877
4389,'2017/02/24 12:04:22:778',23,2.621162,0,0,290.540466,1,1,0.636877
4390,'2017/02/24 12:04:22:796',23,2.616257,0,0,289.828003,1,1,0.636877
4391,'2017/02/24 12:04:22:812',23,2.616257,0,0,289.828003,1,1,0.636877
4392,'2017/02/24 12:04:22:828',23,2.616257,0,0,289.828003,1,1,0.636877
4393,'2017/02/24 12:04:22:846',23,2.599954,0,0,289.395111,1,1,0.636877
4394,'2017/02/24 12:04:22:862',23,2.599954,0,0,289.395111,1,1,0.636877
4395,'2017/02/24 12:04:22:879',23,2.528478,0,0,289.179413,1,1,0.636877
4396,'2017/02/24 12:04:22:895',23,2.528478,0,0,289.179413,1,1,0.636877
4397,'2017/02/24 12:04:22:912',23,2.528478,0,0,289.179413,1,1,0.636877
4398,'2017/02/24 12:04:22:928',23,2.528478,0,0,289.179413,1,1,0.636877
4399,'2017/02/24 12:04:22:947',23,2.503928,0,0,289.166046,1,1,0.636877
4400,'2017/02/24 12:04:22:963',23,2.503928,0,0,289.166046,1,1,0.636877
4401,'2017/02/24 12:04:22:979',23,2.088569,0,0,291.62146,1,1,0.636877
4402,'2017/02/24 12:04:22:998',23,2.088569,0,0,291.62146,1,1,0.636877
4403,'2017/02/24 12:04:23:014',23,2.088569,0,0,291.62146,1,1,0.636877
4404,'2017/02/24 12:04:23:030',23,0.144208,0,0,291.835938,1,1,0.636877
4405,'2017/02/24 12:04:23:046',23,0.144208,0,0,291.835938,1,1,0.636877
4406,'2017/02/24 12:04:23:062',23,0.144208,0,0,291.835938,1,1,0.636877
4407,'2017/02/24 12:04:23:079',23,0.144208,0,0,291.835938,1,1,0.636877
4408,'2017/02/24 12:04:23:096',23,0,0,0,292.138763,1,1,0.636877
4409,'2017/02/24 12:04:23:113',23,0,0,0,292.138763,1,1,0.636877
4410,'2017/02/24 12:04:23:130',23,0,0,0,291.161926,1,1,0.636877
4411,'2017/02/24 12:04:23:147',23,0,0,0,291.161926,1,1,0.636877
4412,'2017/02/24 12:04:23:162',23,0,0,0,291.161926,1,1,0.636877
4413,'2017/02/24 12:04:23:180',23,0,0,0,291.676178,1,1,0.636877
4414,'2017/02/24 12:04:23:196',23,0,0,0,291.676178,1,1,0.636877
4415,'2017/02/24 12:04:23:213',23,0,0,0,291.676178,1,1,0.636877
4416,'2017/02/24 12:04:23:229',23,0,0,0,291.676178,1,1,0.636877
4417,'2017/02/24 12:04:23:247',23,0,0,0,291.693207,1,1,0.636877
4418,'2017/02/24 12:04:23:264',23,0,0,0,291.693207,1,1,0.636877
4419,'2017/02/24 12:04:23:280',23,0,0,0,291.905853,1,1,0.636877
4420,'2017/02/24 12:04:23:297',23,0,0,0,291.905853,1,1,0.636877
4421,'2017/02/24 12:04:23:315',23,0,0,0,291.905853,1,1,0.636877
4422,'2017/02/24 12:04:23:332',23,0,0,0,292.261261,1,1,0.636877
4423,'2017/02/24 12:04:23:346',23,0,0,0,292.261261,1,1,0.636877
4424,'2017/02/24 12:04:23:363',23,0,0,0,292.261261,1,1,0.636877
4425,'2017/02/24 12:04:23:380',23,0,0,0,292.261261,1,1,0.636877
4426,'2017/02/24 12:04:23:397',23,0,0,0,292.701141,1,1,0.636877
4427,'2017/02/24 12:04:23:414',23,0,0,0,292.701141,1,1,0.636877
4428,'2017/02/24 12:04:23:430',23,0,0,0,293.403748,1,1,0.636877
4429,'2017/02/24 12:04:23:447',23,0,0,0,293.403748,1,1,0.636877
4430,'2017/02/24 12:04:23:463',23,0,0,0,293.403748,1,1,0.636877
4431,'2017/02/24 12:04:23:481',23,0,0,0,259.861938,1,1,0.636877
4432,'2017/02/24 12:04:23:497',23,0,0,0,259.861938,1,1,0.636877
4433,'2017/02/24 12:04:23:514',23,0,0,0,259.861938,1,1,0.636877
4434,'2017/02/24 12:04:23:531',23,0,0,0,259.861938,1,1,0.636877
4435,'2017/02/24 12:04:23:547',23,0,0,0,164.415466,1,1,0.636877
4436,'2017/02/24 12:04:23:564',23,0,0,0,164.415466,1,1,0.636877
4437,'2017/02/24 12:04:23:581',23,0,0,0,136.306946,1,1,0.636877
4438,'2017/02/24 12:04:23:597',23,0,0,0,136.306946,1,1,0.636877
4439,'2017/02/24 12:04:23:614',23,0,0,0,136.306946,1,1,0.636877
4440,'2017/02/24 12:04:23:631',23,0,0,0,136.466965,1,1,0.636877
4441,'2017/02/24 12:04:23:649',23,0,0,0,136.466965,1,1,0.636877
4442,'2017/02/24 12:04:23:665',23,0,0,0,136.815933,1,1,0.636877
4443,'2017/02/24 12:04:23:681',23,0,0,0,136.815933,1,1,0.636877
4444,'2017/02/24 12:04:23:697',23,0,0,0,136.815933,1,1,0.636877
4445,'2017/02/24 12:04:23:716',23,0.169912,0,0,136.576462,1,1,0.636877
4446,'2017/02/24 12:04:23:730',23,0.169912,0,0,136.576462,1,1,0.636877
4447,'2017/02/24 12:04:23:748',23,0.169912,0,0,136.576462,1,1,0.636877
4448,'2017/02/24 12:04:23:764',23,0.169912,0,0,136.576462,1,1,0.636877
4449,'2017/02/24 12:04:23:781',23,1.288699,0,0,139.004364,1,1,0.636877
4450,'2017/02/24 12:04:23:798',23,1.288699,0,0,139.004364,1,1,0.636877
4451,'2017/02/24 12:04:23:814',23,1.288699,0,0,139.004364,1,1,0.636877
4452,'2017/02/24 12:04:23:833',23,1.288699,0,0,139.004364,1,1,0.636877
4453,'2017/02/24 12:04:23:848',23,1.309705,0,0,137.964294,1,1,0.636877
4454,'2017/02/24 12:04:23:866',23,1.954739,0,0,140.233505,1,1,0.636877
4455,'2017/02/24 12:04:23:881',23,1.954739,0,0,140.233505,1,1,0.636877
4456,'2017/02/24 12:04:23:898',23,1.954739,0,0,140.233505,1,1,0.636877
4457,'2017/02/24 12:04:23:915',23,1.954739,0,0,140.233505,1,1,0.636877
4458,'2017/02/24 12:04:23:931',23,1.954739,0,0,140.233505,1,1,0.636877
4459,'2017/02/24 12:04:23:948',23,1.954739,0,0,140.233505,1,1,0.636877
4460,'2017/02/24 12:04:23:967',23,1.946884,0,0,138.892365,1,1,0.636877
4461,'2017/02/24 12:04:23:982',23,1.946884,0,0,138.892365,1,1,0.636877
4462,'2017/02/24 12:04:23:999',23,2.02652,0,0,134.647217,1,1,0.636877
4463,'2017/02/24 12:04:24:016',23,2.02652,0,0,134.647217,1,1,0.636877
4464,'2017/02/24 12:04:24:033',23,2.02652,0,0,134.647217,1,1,0.636877
4465,'2017/02/24 12:04:24:050',23,2.36482,0,0,133.45105,1,1,0.636877
4466,'2017/02/24 12:04:24:065',23,2.36482,0,0,133.45105,1,1,0.636877
4467,'2017/02/24 12:04:24:082',23,2.439745,0,0,130.927002,1,1,0.636877
4468,'2017/02/24 12:04:24:098',23,2.439745,0,0,130.927002,1,1,0.636877
4469,'2017/02/24 12:04:24:115',23,2.439745,0,0,130.927002,1,1,0.636877
4470,'2017/02/24 12:04:24:133',23,2.439745,0,0,130.927002,1,1,0.636877
4471,'2017/02/24 12:04:24:149',23,2.455662,0,0,138.203568,1,1,0.636877
4472,'2017/02/24 12:04:24:166',23,2.455662,0,0,138.203568,1,1,0.636877
4473,'2017/02/24 12:04:24:183',23,2.455662,0,0,138.203568,1,1,0.636877
4474,'2017/02/24 12:04:24:199',23,2.471804,0,0,138.661713,1,1,0.636877
4475,'2017/02/24 12:04:24:215',23,2.471804,0,0,138.661713,1,1,0.636877
4476,'2017/02/24 12:04:24:233',23,2.404988,0,0,137.673264,1,1,0.636877
4477,'2017/02/24 12:04:24:249',23,2.404988,0,0,137.673264,1,1,0.636877
4478,'2017/02/24 12:04:24:265',23,2.404988,0,0,137.673264,1,1,0.636877
4479,'2017/02/24 12:04:24:285',23,2.374262,0,0,137.138458,1,1,0.636877
4480,'2017/02/24 12:04:24:300',23,2.374262,0,0,137.138458,1,1,0.636877
4481,'2017/02/24 12:04:24:316',23,2.352103,0,0,139.467056,1,1,0.636877
4482,'2017/02/24 12:04:24:333',23,2.352103,0,0,139.467056,1,1,0.636877
4483,'2017/02/24 12:04:24:349',23,2.352103,0,0,139.467056,1,1,0.636877
4484,'2017/02/24 12:04:24:366',23,2.352103,0,0,139.467056,1,1,0.636877
4485,'2017/02/24 12:04:24:383',23,2.355249,0,0,138.128265,1,1,0.636877
4486,'2017/02/24 12:04:24:399',23,2.355249,0,0,138.128265,1,1,0.636877
4487,'2017/02/24 12:04:24:416',23,2.355249,0,0,138.128265,1,1,0.636877
4488,'2017/02/24 12:04:24:433',23,2.355249,0,0,138.128265,1,1,0.636877
4489,'2017/02/24 12:04:24:450',23,2.336739,0,0,136.435181,1,1,0.636877
4490,'2017/02/24 12:04:24:467',23,2.336739,0,0,136.435181,1,1,0.636877
4491,'2017/02/24 12:04:24:483',23,2.336739,0,0,136.435181,1,1,0.636877
4492,'2017/02/24 12:04:24:500',23,2.356026,0,0,134.184677,1,1,0.636877
4493,'2017/02/24 12:04:24:516',23,2.356026,0,0,134.184677,1,1,0.636877
4494,'2017/02/24 12:04:24:534',23,2.371985,0,0,108.407509,1,1,0.636877
4495,'2017/02/24 12:04:24:550',23,2.371985,0,0,108.407509,1,1,0.636877
4496,'2017/02/24 12:04:24:567',23,2.371985,0,0,108.407509,1,1,0.636877
4497,'2017/02/24 12:04:24:584',23,2.371985,0,0,108.407509,1,1,0.636877
4498,'2017/02/24 12:04:24:601',23,2.43308,0,0,99.460434,1,1,0.636877
4499,'2017/02/24 12:04:24:616',23,2.43308,0,0,99.460434,1,1,0.636877
4500,'2017/02/24 12:04:24:634',23,2.43308,0,0,99.460434,1,1,0.636877
4501,'2017/02/24 12:04:24:650',23,2.437712,0,0,96.035118,1,1,0.636877
4502,'2017/02/24 12:04:24:667',23,2.437712,0,0,96.035118,1,1,0.636877
4503,'2017/02/24 12:04:24:684',23,2.380271,0,0,93.622276,1,1,0.636877
4504,'2017/02/24 12:04:24:701',23,2.380271,0,0,93.622276,1,1,0.636877
4505,'2017/02/24 12:04:24:717',23,2.380271,0,0,93.622276,1,1,0.636877
4506,'2017/02/24 12:04:24:735',23,2.380271,0,0,93.622276,1,1,0.636877
4507,'2017/02/24 12:04:24:751',23,2.271191,0,0,93.029984,1,1,0.636877
4508,'2017/02/24 12:04:24:767',23,2.271191,0,0,93.029984,1,1,0.636877
4509,'2017/02/24 12:04:24:783',23,2.271191,0,0,93.029984,1,1,0.636877
4510,'2017/02/24 12:04:24:802',23,1.475129,0,0,87.832352,1,1,0.636877
4511,'2017/02/24 12:04:24:817',23,1.475129,0,0,87.832352,1,1,0.636877
4512,'2017/02/24 12:04:24:834',23,1.429607,0,0,87.270714,1,1,0.636877
4513,'2017/02/24 12:04:24:852',23,1.429607,0,0,87.270714,1,1,0.636877
4514,'2017/02/24 12:04:24:869',23,1.429607,0,0,87.270714,1,1,0.636877
4515,'2017/02/24 12:04:24:885',23,0.6866,0,0,85.415375,1,1,0.636877
4516,'2017/02/24 12:04:24:901',23,0.6866,0,0,85.415375,1,1,0.636877
4517,'2017/02/24 12:04:24:919',23,0.6866,0,0,85.415375,1,1,0.636877
4518,'2017/02/24 12:04:24:934',23,0.6866,0,0,85.415375,1,1,0.636877
4519,'2017/02/24 12:04:24:952',23,0.67014,0,0,83.791946,1,1,0.636877
4520,'2017/02/24 12:04:24:968',23,0.67014,0,0,83.791946,1,1,0.636877
4521,'2017/02/24 12:04:24:985',23,0.577083,0,0,83.364922,1,1,0.636877
